OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,ActiveFireCandidate,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
496208,38457790,,ICS209,,,wildcade,42956,5,WACWC,77500000,,,,,Minimal,Backing,Creeping,Smoldering,Natural,,,S97C,,9/1/2025 4:21:00 PM,,,0,100,0,0,P6,0617,NWCC,10/13/2025 1:04:04 AM,10/12/2025 1:00:00 AM,10/13/2025 1:00:00 AM,U,Type 3 Team,LOWER SUGARLOAF,"12 Miles NE from LEAVENWORTH, WA",WF,FI,47.749106,-120.552378,,,{569FB7BD-BA9B-4706-9D42-F05C7C6AC148},,0,1,,,,0,000797,ics209,90,100,PLAIN,Chelan,WACWC,53007,USFS,WAOWF,,USFS,Federal,Washington,,,18,14,26,NW05,USFS,WAOWF,US-WA,,,Short Grass (1 foot),Brush (2 feet),693,2025-WAOWF-000797,No Decision,,,,9/1/2025 9:24:42 PM,10/13/2025 1:04:04 AM,1,0,,,{DFDF4CB6-3715-4047-9BDD-3AC0EBF761EE},b92eeb2f-0ca9-410c-a96f-7869bd74905a,Type 1 Incident,-120.549617,47.7533
496307,38457891,,ICS209,,,wildcade,1155,1.5,WANEC,42000,,,,,Minimal,Smoldering,Creeping,Creeping,Natural,,,S9G3,,9/1/2025 11:09:51 PM,,,0,100,0,0,P6,0621,NWCC,10/8/2025 3:37:06 PM,9/19/2025 3:30:00 PM,10/8/2025 3:00:00 PM,U,Type 4 IC,SNOW PEAK,"19 Miles W from Kettle Falls, WA",WF,FI,48.5975,-118.6,,,{A41DA5F5-D488-4FDE-8812-497B8C9007D6},,0,1,,,,0,002294,ics209,50,100,Kettle Falls,Ferry,WANEC,53019,USFS,WACOF,,USFS,Federal,,,,,,,NW09,USFS,WACOF,US-WA,,,Timber (Litter and Understory),Closed Timber Litter,1,2025-WACOF-002294,No Decision,,,,9/2/2025 12:13:36 AM,10/8/2025 3:37:06 PM,1,0,,,{3A55F2FC-4264-4CA4-83CD-13709A0CF1F0},91e5d501-dd3b-4a49-bf84-b36f8f89d817,Type 4 Incident,-118.466867,48.56315
496610,38458191,,ICS209,,,wildcade,9226,8,WACAC,25120750,,,,,Minimal,Creeping,Smoldering,Backing,Human,,,S98W,,9/2/2025 8:47:00 PM,,,0,100,0,0,,,NWCC,10/10/2025 9:21:55 PM,10/4/2025 1:00:00 AM,10/10/2025 9:00:00 PM,U,Type 4 IC,Lynx Mountain,"7 Miles NW from Inchelium, WA",WF,FI,48.35816,-118.390045,,,{C4A97C39-16D0-4633-AAE8-FE02B31FD2C0},,0,1,,,,0,250166,ics209,96,100,Inchelium,Ferry,WACAC,53019,BIA,WACOA,,BIA,Federal,Willamette,,,35,25,33,NW09,BIA,WACOA,US-WA,,,Brush (2 feet),Timber (Litter and Understory),8,2025-WACOA-250166,No Decision,,,,9/2/2025 9:42:26 PM,10/10/2025 9:21:55 PM,1,0,,,{8DF8B07E-E65E-41F4-AC10-6EC7B22651E3},3f3b2228-6e38-45ff-9450-01418afd4875,Type 4 Incident,-118.341111,48.340277
496684,38458269,,DEFAULT,,,wildcade,240,0.1,MTKIC,85000,,,,,Minimal,,Creeping,Smoldering,Natural,,,S99N,,9/2/2025 10:50:00 PM,,,90,0,0,10,P1,0110,NRCC,10/10/2025 9:26:21 PM,10/2/2025 11:00:00 PM,10/9/2025 11:00:00 PM,U,Type 5 IC,Hallowat,"11 Miles E from Olney, MT",WF,FI,48.594191,-114.37457,,,{02419DD5-5965-480F-8D33-0E746CE4F280},,0,1,,,,0,000415,ics209,90,100,Olney,Flathead,MTKIC,30029,USFS,MTFNF,,USFS,Federal,,,,,,,NR07,USFS,MTFNF,US-MT,,,Timber (Grass and Understory),Brush (2 feet),2,2025-MTFNF-000415,No Decision,,,,9/3/2025 12:33:55 AM,10/10/2025 9:26:20 PM,1,0,,,{156DAA42-5BD3-479F-AEFF-F21394DAA4FE},ad300e70-8248-4679-af00-c5a9c4063768,Type 5 Incident,-114.341583,48.599083
496689,38458273,,DEFAULT,,,wildcade,113,0.25,ORLFC,,,,,,,,,,Undetermined,,,S99J,,9/3/2025 12:34:00 AM,,,,,,,PD,1532,NWCC,,,,,,Honey Creek,,WF,FI,42.373916,-120.052734,,,{269993FD-A8D5-47EE-B856-6DCECC542E37},,0,1,,,,,250590,wildcade,,,,Lake,ORLFC,41037,,,,Private,Private,,,,,,,NW12,BLM,ORLAD,US-OR,,,,,,2025-ORLAD-250590,No Decision,,,,9/3/2025 12:42:43 AM,10/7/2025 3:10:00 PM,1,0,,,{4E221F35-D6DA-48E5-BABB-5386D57585DD},be4c54be-b8c9-465b-bb4a-76cd7317b75c,Type 4 Incident,-120.1015,42.4157
497268,38458854,,ICS209,,,wildcade,0.1,1,ORRVC,0,,,,,,,,,Natural,,,S9FW,,9/4/2025 12:23:16 AM,,,,,,,P6,0610,NWCC,10/12/2025 10:46:51 PM,,,,,Backbone,"null Miles null from null, ",WF,FI,42.6965,-123.945883,,,{BE891E8A-2950-44EC-9A93-DDF3EBEAA6F3},,0,1,,1,,0,000388,ics209,4,100,,Curry,ORRVC,41015,USFS,ORRSF,,USFS,Federal,,,,,,,NW04,USFS,ORRSF,US-OR,,,,,,2025-ORRSF-000388,No Decision,,,,9/4/2025 11:21:41 PM,10/12/2025 10:46:51 PM,1,1,Moon Complex,{E9223EAD-64BD-494F-A182-89943D3365A4},{68B67BB8-6827-4F97-A21E-F0C4CD7FC057},3b773df1-6bf9-4604-8a72-86f50512e315,,-123.947333,42.705167
497187,38458771,,ICS209,,,wildcade,19549,0.1,ORRVC,54653863,,,,,,,,,Natural,,,S9G4,,9/4/2025 12:25:00 AM,,,,,,,P6,0610,NWCC,10/12/2025 10:46:48 PM,,,,,Pinnacle,"null Miles null from null, ",WF,FI,42.6923,-123.922917,,,{CAFBA52B-5518-4B51-858B-8A1EE089A3FF},,0,1,,,,0,000389,ics209,20,100,,Curry,ORRVC,41015,USFS,ORRSF,,USFS,Federal,,,,,,,NW04,USFS,ORRSF,US-OR,,,,,,2025-ORRSF-000389,No Decision,,,,9/4/2025 7:20:16 PM,10/12/2025 10:46:47 PM,1,1,Moon Complex,{E9223EAD-64BD-494F-A182-89943D3365A4},{C1FCAE44-FA18-4854-81F6-144FE388D668},cbdcc0c3-7a74-4127-a1ef-c647795ffc84,,-123.922833,42.692833
497176,38458760,EK2J,ICS209,,,wildcade,0.1,2,ORRVC,0,,,,,,,,,Natural,,,,,9/4/2025 12:34:28 AM,,,,,,,P6,0610,NWCC,10/12/2025 10:46:49 PM,,,,,Tate,"null Miles null from null, ",WF,FI,42.667283,-123.850033,,,{9F196C55-2B66-4754-A4A0-384701C61760},,0,1,,,,0,000392,ics209,100,100,,Curry,ORRVC,41015,USFS,ORRSF,,USFS,Federal,,,,,,,NW04,USFS,ORRSF,US-OR,,,,,,2025-ORRSF-000392,No Decision,,,,9/4/2025 6:28:58 PM,10/12/2025 10:46:49 PM,1,1,Moon Complex,{E9223EAD-64BD-494F-A182-89943D3365A4},{B3CE480F-D0CE-487B-9C02-07814560E72E},31f83606-176f-47ed-b53d-d6d1b5c9835b,,-123.84775,42.668917
497179,38458763,,ICS209,,,wildcade,571,0.1,IDCDC,3064294,,,,,Minimal,Single Tree Torching,Creeping,Backing,Undetermined,,,S9CN,,9/4/2025 6:40:00 PM,,,0,0,0,0,P1,0104,NRCC,10/9/2025 9:10:25 PM,9/27/2025 3:45:00 PM,10/9/2025 9:00:00 PM,U,Type 4 IC,Green Rattle Complex,"8 Miles SW from Clark Fork, ID",CX,FM,43.6167,-116.2,,,{AD3B97C8-8521-4872-964C-AAE489B87481},,0,,,,,0,000798,ics209,10,100,,Bonner,IDCDC,16017,USFS,IDIPF,,USFS,Federal,,,,,,,NR01,USFS,IDIPF,US-ID,,,Timber (Litter and Understory),Light Logging Slash,18,2025-IDIPF-000798,No Decision,,,,9/4/2025 6:41:05 PM,10/9/2025 9:10:25 PM,1,0,,,{12C3D0B6-2D50-4B33-886D-24618294A89F},56bcd983-e239-491a-b243-c900cbc465c6,Type 4 Incident,-116.121362,48.267881
497272,38458857,,DEFAULT,,,wildcade,19549,0.1,ORRVC,54653863,,,,,Minimal,,Smoldering,Smoldering,Undetermined,,,S9DD,,9/4/2025 11:25:29 PM,,,0,0,0,0,P6,0610,NWCC,10/12/2025 10:46:45 PM,10/11/2025 11:30:00 PM,10/12/2025 10:45:00 PM,U,Type 4 IC,Moon Complex,"11 Miles NE from Agness, OR",CX,FM,43.6167,-116.2,,,{E9223EAD-64BD-494F-A182-89943D3365A4},,0,1,,,,0,000399,ics209,30,100,,Curry,ORRVC,41015,USFS,ORRSF,,USFS,Federal,,,,,,,NW04,USFS,ORRSF,US-OR,,,Closed Timber Litter,Timber (Litter and Understory),528,2025-ORRSF-000399,No Decision,,,,9/4/2025 11:25:55 PM,10/12/2025 10:46:45 PM,1,0,,,{4A6D0424-C8E3-4DDA-976C-BDC92BCCF6E2},df08ce69-b22e-40b5-8b94-7d60d89d2950,Type 1 Incident,-123.915264,42.687458
497546,38459130,,DEFAULT,,,wildcade,0.1,0.1,CASDIC,,,,,,,,,,Undetermined,,,S9FN,,9/5/2025 9:08:06 PM,,,,,,,PR,1522,OSCC,,,,,,LODGE,,WF,FI,32.727645,-116.96354,,,{4F6EE45B-473D-45C3-8F80-E1A571CA30B7},,0,1,,1,1,,002284,INFORM_Inspector,,,,San Diego,CASDIC,06073,USFWS,CATNR,,USFWS,Federal,,,,,,,SC08,USFWS,CATNR,US-CA,,,,,,2025-CATNR-002284,No Decision,,,,9/6/2025 12:35:13 AM,10/10/2025 6:58:23 PM,1,0,,,{FDBB4D1F-A3FE-49FC-AE25-FCF1D7C8802E},ca4b0301-7e70-468a-b08c-2ca478d77835,,-116.960755,32.72247
497726,38459309,,ICS209,,,wildcade,596,39,WAPSC,67872,,,,,Minimal,Smoldering,Creeping,Backing,Natural,,,SAET,,9/6/2025 5:50:00 PM,,,0,100,0,0,P6,0609,NWCC,10/12/2025 7:49:32 PM,10/11/2025 7:00:00 PM,10/12/2025 7:45:00 PM,U,Type 4 IC,Tunnel Creek,"10 Miles SW from Quilcene, WA",WF,FI,47.77855,-123.084667,,,{A1269D6E-8911-41F0-95CD-EDF0416E43FE},,0,1,,,,0,000461,ics209,0,100,,Jefferson,WAPSC,53031,USFS,WAOLF,,USFS,Federal,,,,,,,NW01,USFS,WAOLF,US-WA,,,Timber (Litter and Understory),Timber (Litter and Understory),1,2025-WAOLF-000461,No Decision,,,,9/6/2025 8:18:23 PM,10/12/2025 7:49:32 PM,1,0,,,{BD658B60-7FD0-464F-9223-B6B0D949EA07},25fb26da-43aa-484c-8fc5-7e2eccfa90a6,Type 4 Incident,-123.085167,47.784167
497738,38459322,,DEFAULT,,,wildcade,468.4,10,CAMNFC,1100000,,,,,Minimal,,Creeping,Backing,Undetermined,,,S9GN,,9/6/2025 8:53:33 PM,,,0,100,0,0,,,ONCC,10/10/2025 12:34:22 AM,10/3/2025 12:00:00 AM,10/10/2025 12:00:00 AM,U,Type 4 IC,O'OKALA,"21 Miles NW from Hilo, HI",WF,FI,19.45,-155.324667,,,{6DF49977-250B-4F4B-85B6-B6403AE4429F},,0,1,,,,0,001340,ics209,95,100,,Hawaii,CAMNFC,15001,,,,Private,Private,,,,,,,None,USFWS,HIHAR,US-HI,,,Hardwood Litter,Tall Grass (2.5 feet),5,2025-HIHAR-001340,No Decision,,,,9/6/2025 9:01:44 PM,10/10/2025 12:34:21 AM,1,0,,,{B5ACC1A1-D66B-44FA-B707-BD9E0B1682B3},6a1438bb-71d2-420c-b271-a752776e1602,Type 4 Incident,-155.324667,19.95
497840,38459424,,DEFAULT,,,wildcade,81,0.5,MTDDC,1628000,,,,,Minimal,,Creeping,Single Tree Torching,Undetermined,,,S9J1,,9/6/2025 9:51:00 PM,,,20,60,0,20,P1,0102,NRCC,10/9/2025 10:24:44 PM,10/3/2025 12:00:00 AM,10/9/2025 10:15:00 PM,U,Type 4 IC,Cutaway,"17 Miles S from Philipsburg, MT",WF,FI,46.090064,-113.397961,,,{6E00EA4A-5195-4EED-9EA6-00DE844C6E1D},,0,1,,,,0,256490,ics209,16,60,Philipsburg,Granite,MTDDC,30039,USFS,MTBDF,,USFS,Federal,,,,,,,NR08,USFS,MTBDF,US-MT,,,Timber (Grass and Understory),,4,2025-MTBDF-256490,No Decision,,,,9/7/2025 1:49:42 AM,10/9/2025 10:24:44 PM,1,0,,,{BAC560B5-E634-4711-97E5-699C653BA06A},1cccbe99-a5ca-4755-8957-3fe4ed9f3fd9,Type 4 Incident,-113.3691,46.0788
497858,38459442,,ICS209,,,wildcade,497,2,OREIC,18265107,,,,,Minimal,Smoldering,Creeping,Isolated Torching,Natural,,,S9P8,,9/7/2025 12:07:00 AM,,,0,100,0,0,P6,0618,NWCC,10/9/2025 11:50:00 PM,10/7/2025 11:00:00 PM,10/9/2025 11:00:00 PM,U,Type 3 IC,Foley Ridge,"7 Miles SE from McKenzie Bridge, OR",WF,FI,44.148527,-122.0289,,,{710F15D9-5D7C-4C38-A4BD-F54DC0DCAB05},,0,1,,,,0,250387,ics209,81,100,McKenzie Bridge,Lane,OREIC,41039,USFS,ORWIF,,USFS,Federal,,,,,,,NW04,USFS,ORWIF,US-OR,,,Timber (Litter and Understory),Closed Timber Litter,83,2025-ORWIF-250387,No Decision,,,,9/7/2025 3:06:01 AM,10/9/2025 11:50:00 PM,1,0,,,{A7F54A40-11B2-4817-8112-A6CF4C3810DF},2b4d9942-d5d2-4348-87fb-1f361d3b243c,Type 3 Incident,-122.017867,44.154333
498263,38459848,,DEFAULT,,,wildcade,,,IDBDC,,,,,,,,,,Undetermined,,,,,9/8/2025 2:51:00 PM,,,,,,,,,GBCC,,,,,,RX SKUNK,,RX,FI,44.410183,-115.953217,,,{7FF8D535-684D-4A2B-920E-E86119FF6DD0},,0,1,,,,,001125,wildcade,,,,Valley,IDBDC,16085,USFS,IDBOF,,USFS,Federal,,,,,,,GB01,USFS,IDBOF,US-ID,,,,,,2025-IDBOF-001125,No Decision,,,,9/8/2025 4:02:01 PM,10/10/2025 6:46:53 PM,1,0,,,{6AC585E5-9489-4505-9664-669F07402504},7d890520-62a2-4990-9525-42adee53add4,,-115.950333,44.406217
498563,38460152,,ICS209,,,fireweb,0.04,0.01,OR73C,,,,,,,,,,Natural,,,S9NZ,,9/8/2025 11:41:00 PM,,,,,,,,,NWCC,,,,,,Little Camp,,WF,FI,43.5695,-123.68766667,,9/8/2025 11:15:00 PM,{A8468B4F-D8D7-4E9F-8F9D-F013E036E469},,0,,,,,,731288,INFORM_Inspector,,,,Douglas,ORRICC,41019,BLM,ORCBD,,BLM,Federal,,,,,,,NW03,BLM,ORCBD,US-OR,,,,,,2025-ORCBD-731288,No Decision,,,,9/9/2025 2:47:35 PM,10/10/2025 8:28:59 PM,1,0,,,{A411E094-670C-449A-9033-64374000E2A4},55ac4119-147a-444a-8969-a47a381f2f90,,-123.68766667,43.5695
498868,38460458,EK1N,DEFAULT,,,wildcade,10,0.1,IDEIC,5000,,,,,Minimal,,Smoldering,,Natural,,,,,9/10/2025 3:36:00 PM,,,100,0,0,0,P4,EK1N,GBCC,10/9/2025 3:49:30 PM,10/2/2025 3:45:00 PM,10/9/2025 3:45:00 PM,U,Type 5 IC,Gormer,"10 Miles NW from Swan Valley, ID",WF,FI,43.569133,-111.422367,,,{2FDB31E9-AE40-45E4-AB7D-B7F766D36926},,0,1,,,,0,000185,ics209,0,100,,Bonneville,IDEIC,16019,USFS,IDCTF,,USFS,Federal,,,,,,,GB09,USFS,IDCTF,US-ID,,,Timber (Grass and Understory),Timber (Litter and Understory),2,2025-IDCTF-000185,No Decision,,,,9/10/2025 5:54:40 PM,10/9/2025 3:49:30 PM,1,0,,,{63203085-A8E0-417A-9205-E5F36E3DF311},fc0e012e-a72f-4723-96a0-c2abd002e549,Type 5 Incident,-111.418217,43.57345
499168,38460758,,DEFAULT,,,wildcade,54.2,300,WYCPC,,,,,,,,,,Human,,,S9TQ,,9/11/2025 6:35:00 PM,,,,,,,,,RMCC,,,,,,Donkey Creek,,WF,FI,44.245,-105.462,,,{DE0C3BC8-999D-4349-82F6-E301F5DF921C},,0,1,,,,,250435,wildcade,,,,Campbell,WYCPC,56005,,,,Private,Private,,,,,,,RM04,C&L,WYCMX,US-WY,,,,,,2025-WYCMX-250435,No Decision,,,,9/11/2025 7:35:06 PM,10/8/2025 10:19:03 PM,1,0,,,{ED21EC1C-5617-4F56-9883-0720D49105EF},655c8e0f-b660-450b-ab65-cbf8972576a6,,-105.460383,44.239467
499577,38461169,,DEFAULT,,,wildcade,2454,1,MTKIC,60000,,,,,Minimal,,Smoldering,Backing,Natural,,,SBAV,,9/12/2025 10:52:41 PM,,,75,0,0,25,P1,0110,NRCC,10/9/2025 11:10:06 PM,10/2/2025 8:15:00 PM,10/9/2025 11:00:00 PM,U,Type 4 IC,Salmon Forks,"19 Miles E from Condon, MT",WF,FI,47.593937,-113.341656,,,{EF4FA156-0AF9-4992-8C2A-A9FDE2B4D9B4},,0,1,,,,0,000459,ics209,0,0,Condon,Flathead,MTKIC,30029,USFS,MTFNF,,USFS,Federal,,,,,,,NR07,USFS,MTFNF,US-MT,,,Timber (Litter and Understory),Timber (Grass and Understory),5,2025-MTFNF-000459,No Decision,,,,9/13/2025 12:23:49 AM,10/9/2025 11:10:05 PM,1,0,,,{63D008EE-3D26-46F3-945D-C2DCF4C239E3},c794ab80-d958-4195-b88a-843c0b621a23,Type 4 Incident,-113.329233,47.612867
499842,38461435,,DEFAULT,,,wildcade,5,5,WACWC,,,,,,,,,,Undetermined,,,,,9/13/2025 9:49:40 PM,,,,,,,,,NWCC,,,,,,DARLAND,,WF,FI,45.817174,-120.833194,,,{74F0C1B6-B76F-4FB0-AD0A-C69D5592566B},,0,1,,,,,000875,INFORM_Inspector,,,,Klickitat,WACWC,53039,,,,Private,Private,,,,,,,NW05,C&L,WAKLCN,US-WA,,,,,,2025-WAKLCN-000875,No Decision,,,,9/13/2025 10:15:46 PM,10/13/2025 12:19:59 AM,1,0,,,{74380D66-4853-4D28-BB8F-80368C03DB9A},1bce76e0-c70a-48de-9a48-d142f2d6cc4b,,-120.83431,45.819071
500321,38461915,,DEFAULT,,,wildcade,10,10,WACWC,,,,,,,,,,Undetermined,,,,,9/15/2025 6:55:47 PM,,,,,,,,,NWCC,,,,,,SELAH CREEK,,WF,FI,46.691461,-120.45503,,,{CE10C9D5-4C31-4AE4-A911-D3FD3B7E7324},,0,1,,,,,000879,INFORM_Inspector,,,,Yakima,WACWC,53077,,,,Private,Private,,,,,,,NW05,C&L,WAYKCN,US-WA,,,,,,2025-WAYKCN-000879,No Decision,,,,9/15/2025 7:27:35 PM,10/11/2025 4:31:41 PM,1,0,,,{4E572EC6-ABDA-4712-BFE4-717EEA3FE2A3},d34c42ac-ef85-48dc-bf97-4eab98250f61,,-120.443283,46.698033
500812,38462404,,ICS209,,,wildcade,337,6,FLFIC,550000,,,,,Minimal,Creeping,Smoldering,Flanking,Human,,,SAFG,,9/17/2025 6:11:00 PM,,,0,100,0,0,P8,0805,SACC,10/1/2025 3:41:04 PM,9/30/2025 5:00:00 PM,10/1/2025 3:30:00 PM,F,Type 4 IC,Bluff Creek,"3 Miles S from Taylor, FL",WF,FI,30.382159,-82.330341,,,{E6856FBF-F7BC-4956-90BD-04A80A38AC8F},,0,1,,,,0,002647,ics209,100,100,Taylor,Baker,FLFIC,12003,USFS,FLFNF,,USFS,Federal,,,,,,,SA48,USFS,FLFNF,US-FL,,,Southern Rough,Brush (2 feet),31,2025-FLFNF-002647,No Decision,,,,9/17/2025 7:04:31 PM,10/1/2025 3:41:03 PM,1,0,,,{06723FE6-E55A-46B5-9444-8A5F280C084F},79c5a257-7919-4f29-aa28-eb92b3d048de,Type 4 Incident,-82.25445,30.392617
500907,38462502,,DEFAULT,,,wildcade,5,5,WACWC,,,,,,,,,,Human,,,,,9/18/2025 12:29:17 AM,,,,,,,,,NWCC,,,,,,ESCHBACH,,WF,FI,46.672863,-120.636086,,,{9830201F-9793-4FE1-93CA-C0CF269636D3},,0,1,,,,,000889,INFORM_Inspector,,,,Yakima,WACWC,53077,,,,Private,Private,,,,,,,NW05,C&L,WAYKCN,US-WA,,,,,,2025-WAYKCN-000889,No Decision,,,,9/18/2025 1:00:08 AM,10/11/2025 4:38:38 PM,1,0,,,{792A0590-96D3-4A79-9CBC-ACE7156A9866},15f29621-c391-42c6-a0b1-6a79b9152d33,Type 4 Incident,-120.650383,46.682467
500905,38462499,,DEFAULT,,,wildcade,0.1,0.1,COGJC,,,,,,,,,,Undetermined,,,SAFZ,,9/18/2025 12:30:09 AM,,,,,,,PD,1532,RMCC,,,,,,Ditch,,WF,FI,39.653633,-106.870833,,,{95E5D1AF-3362-4A40-B25F-7400F8ADB453},,0,1,,,,,250462,INFORM_Inspector,,,,Eagle,COGJC,08037,BLM,COGWD,,BLM,Federal,,,,,,,RM15,BLM,COGWD,US-CO,,,,,,2025-COGWD-250462,No Decision,,,,9/18/2025 12:44:15 AM,10/10/2025 7:06:20 PM,1,0,,,{4B471C70-E94E-4BB6-8E0B-4E630BB2F9DE},64631a6d-7f22-4d0b-b6d2-24610e76900c,,-106.870833,39.653633
501601,38463195,,DEFAULT,,,firesponse,112,112,TXTIC,,,,,,,,,,Undetermined,,,,,9/18/2025 3:00:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Jasper 4434,,RX,FI,30.294886,-94.007763,,,{AF5ABBAA-91D5-4EEB-8ABC-43DF525616C5},,0,,,,,0,254434,firesponse,0,,,Jasper,TXTIC,48241,SFS,TXTXS,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254434,No Decision,,,,9/20/2025 6:41:15 PM,10/11/2025 3:29:43 PM,1,0,,,{2DF15D86-53B6-481E-9BEA-94A2307FBA1E},4095f397-edbd-4af4-96e6-426428a808e0,Type 5 Incident,-94.007763,30.294886
501235,38462830,,DEFAULT,,,INFORM_Inspector,653,50,AZHOAC,25000,,,,,Minimal,,Flanking,,Human,Smoking,Cigar/cigarette/pipe,SAHV,,9/18/2025 7:40:57 PM,,,0,100,0,0,,,SWCC,9/30/2025 4:56:34 PM,9/29/2025 2:00:00 PM,9/30/2025 4:00:00 PM,F,Type 4 IC,PUMKIN,"15 Miles N from Dilkon, AZ",WF,FI,,,,9/18/2025 8:15:00 PM,{0FA1213D-3957-4B06-8140-8FE1E6D8EDEC},,0,1,,,,0,000077,ics209,100,100,,Navajo,AZHOAC,04017,BIA,AZHOA,,BIA,Federal,,,,,,,SW04,BIA,AZHOA,US-AZ,Grass-Shrub,GS2,Tall Grass (2.5 feet),Brush (2 feet),1,2025-AZHOA-000077,No Decision,,,,9/19/2025 1:41:18 AM,9/30/2025 4:56:34 PM,1,0,,,{161F445F-BA8E-4AD8-910A-A7B575579EF3},10b879f0-88ea-41de-92d4-dfb1c1ac70af,Type 4 Incident,-110.41008333,35.64186111
501214,38462809,,DEFAULT,,,wildcade,45.32,20,WYCPC,,,,,,,,,,Undetermined,,,SAHU,,9/18/2025 9:10:57 PM,,,,,,,,,RMCC,,,,,,91,,WF,FI,44.216625,-106.174965,,,{33C744E0-64A0-4E1E-9CF0-474F3BF0CB3F},,0,1,,,,,250458,INFORM_Inspector,,,,Johnson,WYCPC,56019,,,,Private,Private,,,,,,,RM04,C&L,WYJOX,US-WY,,,,,,2025-WYJOX-250458,No Decision,,,,9/18/2025 11:54:27 PM,10/9/2025 5:42:15 PM,1,0,,,{23BDBC7D-C027-48B4-846D-EF8F85396909},e6f1d81c-3d04-4ab2-ba40-66b22575f697,,-106.09825,44.219167
501549,38463144,,DEFAULT,,,INFORM_Mobile,1.1,,NHNEC,,,,,,,,,,Natural,Natural,Lightning,,,9/19/2025 6:47:00 PM,,,,,,,,,EACC,,,,,,5th Lake Fire,,WF,FI,,,,9/19/2025 6:49:00 PM,{F393B328-4D8C-476D-9224-C0A8405DFD7C},1,0,0,,,0,,25003585,INFORM_Inspector,,,,Washington,NHNEC,23029,,,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,Timber,TL4,,,,2025-MEMES-25003585,No Decision,,,,9/20/2025 4:51:42 PM,10/10/2025 6:13:46 PM,1,0,,,{3057946E-1DBD-4955-A132-13EBE906298C},d79030e7-229a-4802-84c6-cff16378735d,,-67.96735529,45.02562074
501653,38463248,,DEFAULT,,,wildcade,2.5,2.5,WACWC,,,,,,,,,,Human,,,,,9/20/2025 7:42:28 PM,,,,,,,,,NWCC,,,,,,REST HAVEN,,WF,FI,46.633182,-120.520364,,,{BB98CE3B-B92C-427B-9C09-C2DFC81D461D},,0,1,,,,,000902,INFORM_Inspector,,,,Yakima,WACWC,53077,,,,Private,Private,,,,,,,NW05,C&L,WAYKCN,US-WA,,,,,,2025-WAYKCN-000902,No Decision,,,,9/20/2025 9:24:23 PM,10/11/2025 4:41:44 PM,1,0,,,{993F2459-651E-4579-9CC9-AEAC65E9EED5},3dcc0af3-6cd2-4d74-acbd-61ca5807947e,,-120.478717,46.620967
